14973267,71088112
14973267,395146361
14973267,308041257
14973267,965635764
14973267,159496446
14973267,211302483
14973267,123924607
14973267,138831125
14973267,15004019
14973267,888263354
14973267,270454576
14973267,72904168
14973267,870852630
14973267,14120299
14973267,1357824817
14973267,870320281
14973267,707665260
14973267,127360583
14973267,158275918
14973267,607462056
14973267,620483989
14973267,1022646936
14973267,14631073
14973267,565862243
14973267,923567515
14973267,893972857
14973267,15147305
14973267,871516489
14973267,23019670
14973267,539692587
14973267,843760724
14973267,599502512
14973267,621841059
14973267,268847164
14973267,152498316
14973267,225281096
14973267,572311732
14973267,237562100
14973267,214576331
14973267,729575016
14973267,414875782
14973267,402581377
14973267,200998119
14973267,545322142
14973267,283951824
14973267,469575942
14973267,25654427
14973267,88992814
14973267,620392513
14973267,42761503
14973267,610422181
14973267,343696397
14973267,479989010
14973267,182561640
14973267,529079074
14973267,250917651
14973267,242489225
14973267,48755349
14973267,17489365
14973267,14070478
14973267,519048155
14973267,519991938
14973267,477485971
14973267,503505513
14973267,488787261
14973267,470352311
14973267,450767322
14973267,447428810
14973267,167963455
14973267,108947154
14973267,199790277
14973267,394539609
14973267,34547595
14973267,375380158
14973267,409333766
14973267,14271039
14973267,378845868
14973267,412739619
14973267,29834964
14973267,403040918
14973267,231785212
14973267,143638554
14973267,375971147
14973267,18690055
14973267,384111246
14973267,305328953
14973267,73963503
14973267,90768378
14973267,160049320
14973267,363180057
14973267,15804529
14973267,348905696
14973267,48286345
14973267,340675052
14973267,339276802
14973267,339295430
14973267,339380049
14973267,338144911
14973267,228157926
14973267,31602848
14973267,271745446
14973267,140520869
14973267,294087010
14973267,273350239
14973267,17181096
14973267,274293834
14973267,36536151
14973267,15240201
14973267,211199615
14973267,268377880
14973267,253005205
14973267,110229696
14973267,22364116
14973267,59221747
14973267,250750635
14973267,253001754
14973267,212462327
14973267,144380789
14973267,252327980
14973267,13230252
14973267,18055284
14973267,211607818
14973267,234102908
14973267,16032362
14973267,27089422
14973267,157236088
14973267,236955009
14973267,224020366
14973267,196618963
14973267,124348271
14973267,82170753
14973267,233021467
14973267,230804901
14973267,132509596
14973267,23559345
14973267,217294302
14973267,215962438
14973267,32305114
14973267,216695568
14973267,191094991
14973267,39876860
14973267,65468242
14973267,47659886
14973267,35369955
14973267,17936277
14973267,85456950
14973267,196316439
14973267,145019819
14973267,169262686
14973267,177330694
14973267,176596870
14973267,174167510
14973267,169773044
14973267,38996570
14973267,73719518
14973267,164356890
14973267,168713074
14973267,147660073
14973267,168492155
14973267,97167455
14973267,165900667
14973267,54248976
14973267,161144015
14973267,2188191
14973267,64329287
14973267,23088900
14973267,158997447
14973267,157194495
14973267,157205583
14973267,17739558
14973267,35289371
14973267,75167896
14973267,20787079
14973267,55930323
14973267,85997950
14973267,86390811
14973267,21352465
14973267,147988550
14973267,108668734
14973267,33556704
14973267,116623398
14973267,16105692
14973267,84110394
14973267,141496991
14973267,94812099
14973267,133634070
14973267,116341418
14973267,100163761
14973267,130632309
14973267,41066618
14973267,116799843
14973267,18569733
14973267,70385825
14973267,101601770
14973267,81728813
14973267,29556351
14973267,118969227
14973267,70352338
14973267,82363462
14973267,15683859
14973267,38757648
14973267,116073448
14973267,114834041
14973267,17702408
14973267,61556328
14973267,17558908
14973267,36406585
14973267,20944649
14973267,92197231
14973267,67950036
14973267,94924431
14973267,109935962
14973267,89034130
14973267,69048391
14973267,67165038
